Hassan II of Morocco,"{'Name': 'Hassan II of Morocco', 'Gender': 'Male', 'Age': '70', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1929', 'Nationality': 'Unknown', 'Deathyear': '1999', 'Children': False}"
Artaxerxes I of Persia,"{'Name': 'Artaxerxes I of Persia', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Ann Richards,"{'Name': 'Ann Richards', 'Gender': 'Female', 'Age': '73', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1933', 'Nationality': 'Unknown', 'Deathyear': '2006', 'Children': True}"
Gustav von Kahr,"{'Name': 'Gustav von Kahr', 'Gender': 'Male', 'Age': '72', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1862', 'Nationality': 'German', 'Deathyear': '1934', 'Children': False}"
Taj Bibi Bilqis Makani,"{'Name': 'Taj Bibi Bilqis Makani', 'Gender': 'Female', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Philip Graves,"{'Name': 'Philip Graves', 'Gender': 'Male', 'Age': '77', 'Married': False, 'Profession': 'writer', 'Alive': False, 'Birthyear': '1876', 'Nationality': 'British, Irish', 'Deathyear': '1953', 'Children': False}"
Robert Burns,"{'Name': 'Robert Burns', 'Gender': 'Male', 'Age': '37', 'Married': False, 'Profession': 'poet', 'Alive': False, 'Birthyear': '1759', 'Nationality': 'Scottish', 'Deathyear': '1796', 'Children': False}"
Dolph Briscoe,"{'Name': 'Dolph Briscoe', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': True}"
Rajendra Prasad,"{'Name': 'Rajendra Prasad', 'Gender': 'Unknown', 'Age': '79', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1884', 'Nationality': 'Indian', 'Deathyear': '1963', 'Children': False}"
Heinrich Himmler,"{'Name': 'Heinrich Himmler', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': 'leader', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': True}"
Steve Wozniak,"{'Name': 'Steve Wozniak', 'Gender': 'Unknown', 'Age': '64', 'Married': True, 'Profession': 'inventor', 'Alive': True, 'Birthyear': '1950', 'Nationality': 'American', 'Deathyear': False, 'Children': True}"
Roscoe C. Patterson,"{'Name': 'Roscoe C. Patterson', 'Gender': 'Unknown', 'Age': '78', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1876', 'Nationality': 'Unknown', 'Deathyear': '1954', 'Children': False}"
Ammar Abdulhamid,"{'Name': 'Ammar Abdulhamid', 'Gender': 'Unknown', 'Age': '48', 'Married': True, 'Profession': 'author', 'Alive': True, 'Birthyear': '1966', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Chakravarti Rajagopalachari,"{'Name': 'Chakravarti Rajagopalachari', 'Gender': 'Male', 'Age': '94', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1878', 'Nationality': 'Unknown', 'Deathyear': '1972', 'Children': False}"
Louis Botha,"{'Name': 'Louis Botha', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': 'prime minister', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'South African Boer', 'Deathyear': 'Unknown', 'Children': False}"
Alice Neel,"{'Name': 'Alice Neel', 'Gender': 'Female', 'Age': '84', 'Married': False, 'Profession': 'poet', 'Alive': False, 'Birthyear': '1900', 'Nationality': 'American', 'Deathyear': '1984', 'Children': False}"
Johannes Steinhoff,"{'Name': 'Johannes Steinhoff', 'Gender': 'Male', 'Age': '81', 'Married': False, 'Profession': 'author', 'Alive': False, 'Birthyear': '1913', 'Nationality': 'Unknown', 'Deathyear': '1994', 'Children': False}"
Motilal Nehru,"{'Name': 'Motilal Nehru', 'Gender': 'Male', 'Age': '70', 'Married': False, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1861', 'Nationality': 'Indian', 'Deathyear': '1931', 'Children': False}"
Freddie Gibbs,"{'Name': 'Freddie Gibbs', 'Gender': 'Male', 'Age': '32', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1982', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Wilhelm Stuckart,"{'Name': 'Wilhelm Stuckart', 'Gender': 'Unknown', 'Age': '51', 'Married': False, 'Profession': 'official', 'Alive': False, 'Birthyear': '1902', 'Nationality': 'German', 'Deathyear': '1953', 'Children': False}"
Gamal Abdel Nasser,"{'Name': 'Gamal Abdel Nasser', 'Gender': 'Male', 'Age': '52', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1918', 'Nationality': 'Egyptian', 'Deathyear': '1970', 'Children': True}"
John Stuart Mill,"{'Name': 'John Stuart Mill', 'Gender': 'Male', 'Age': '67', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1806', 'Nationality': 'British', 'Deathyear': '1873', 'Children': False}"
Neil Hartigan,"{'Name': 'Neil Hartigan', 'Gender': 'Unknown', 'Age': '76', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1938', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Helen Mirren,"{'Name': 'Helen Mirren', 'Gender': 'Female', 'Age': '69', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1945', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Jomo Kenyatta,"{'Name': 'Jomo Kenyatta', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Kenyan', 'Deathyear': 'Unknown', 'Children': True}"
John Cusack,"{'Name': 'John Cusack', 'Gender': 'Male', 'Age': '48', 'Married': False, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1966', 'Nationality': 'American', 'Deathyear': False, 'Children': False}"
Rod Blagojevich,"{'Name': 'Rod Blagojevich', 'Gender': 'Unknown', 'Age': '58', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1956', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
George Saitoti,"{'Name': 'George Saitoti', 'Gender': 'Unknown', 'Age': '67', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1945', 'Nationality': 'Kenyan', 'Deathyear': '2012', 'Children': True}"
Eugene Bookhammer,"{'Name': 'Eugene Bookhammer', 'Gender': 'Male', 'Age': '95', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1918', 'Nationality': 'Unknown', 'Deathyear': '2013', 'Children': False}"
James Duffield Harding,"{'Name': 'James Duffield Harding', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'British', 'Deathyear': 'Unknown', 'Children': False}"
Abdul Kalam,"{'Name': 'Abdul Kalam', 'Gender': 'Unknown', 'Age': '83', 'Married': False, 'Profession': 'scientist', 'Alive': True, 'Birthyear': '1931', 'Nationality': 'Indian', 'Deathyear': False, 'Children': False}"
Maximilian von Prittwitz,"{'Name': 'Maximilian von Prittwitz', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Abdul Ghafoor Breshna,"{'Name': 'Abdul Ghafoor Breshna', 'Gender': 'Male', 'Age': '67', 'Married': False, 'Profession': 'painter', 'Alive': False, 'Birthyear': '1907', 'Nationality': 'Afghan', 'Deathyear': '1974', 'Children': False}"
Leon Trotsky,"{'Name': 'Leon Trotsky', 'Gender': 'Unknown', 'Age': '61', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1879', 'Nationality': 'Unknown', 'Deathyear': '1940', 'Children': True}"
Akhlaqur Rahman Kidwai,"{'Name': 'Akhlaqur Rahman Kidwai', 'Gender': 'Male', 'Age': '94', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1920', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
John Marshall,"{'Name': 'John Marshall', 'Gender': 'Male', 'Age': '80', 'Married': True, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1755', 'Nationality': 'Unknown', 'Deathyear': '1835', 'Children': True}"
Jonathan Russell,"{'Name': 'Jonathan Russell', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Swami Vivekananda,"{'Name': 'Swami Vivekananda', 'Gender': 'Male', 'Age': '39', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1863', 'Nationality': 'Indian', 'Deathyear': '1902', 'Children': False}"
Jay Rock,"{'Name': 'Jay Rock', 'Gender': 'Male', 'Age': '28', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1986', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Rabi Ray,"{'Name': 'Rabi Ray', 'Gender': 'Male', 'Age': '88', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1926', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Pramod Mahajan,"{'Name': 'Pramod Mahajan', 'Gender': 'Male', 'Age': '57', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1949', 'Nationality': 'Unknown', 'Deathyear': '2006', 'Children': True}"
Virendra Kumar Sakhlecha,"{'Name': 'Virendra Kumar Sakhlecha', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': True}"
Adolf Hitler,"{'Name': 'Adolf Hitler', 'Gender': 'Male', 'Age': '56', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1889', 'Nationality': '\n\n\nAustrian citizen until 7 April 1925[1]\nCitizen of Brunswick after 25 February 1932\nCitizen of the German Reich after 1934\n\n\n', 'Deathyear': '1945', 'Children': False}"
John Podesta,"{'Name': 'John Podesta', 'Gender': 'Male', 'Age': '65', 'Married': False, 'Profession': 'president', 'Alive': True, 'Birthyear': '1949', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Jawaharlal Nehru,"{'Name': 'Jawaharlal Nehru', 'Gender': 'Male', 'Age': '75', 'Married': True, 'Profession': 'prime minister', 'Alive': False, 'Birthyear': '1889', 'Nationality': 'Unknown', 'Deathyear': '1964', 'Children': True}"
Clint Eastwood,"{'Name': 'Clint Eastwood', 'Gender': 'Male', 'Age': '84', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1930', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Bairam Khan,"{'Name': 'Bairam Khan', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': 'teacher', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': True}"
Pope Leo XII,"{'Name': 'Pope Leo XII', 'Gender': 'Male', 'Age': '69', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1760', 'Nationality': 'Unknown', 'Deathyear': '1829', 'Children': False}"
Isaac Newton,"{'Name': 'Isaac Newton', 'Gender': 'Male', 'Age': '83', 'Married': False, 'Profession': 'mathematician', 'Alive': False, 'Birthyear': '1643', 'Nationality': 'English (later British)', 'Deathyear': '1726', 'Children': False}"
C-Rayz Walz,"{'Name': 'C-Rayz Walz', 'Gender': 'Male', 'Age': '39', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1975', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Cleomenes III,"{'Name': 'Cleomenes III', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Pay Jay Productions,"{'Name': 'Pay Jay Productions', 'Gender': 'Male', 'Age': '32', 'Married': False, 'Profession': 'rapper', 'Alive': False, 'Birthyear': '1974', 'Nationality': 'Unknown', 'Deathyear': '2006', 'Children': False}"
Arthur Foulkes,"{'Name': 'Arthur Foulkes', 'Gender': 'Unknown', 'Age': '86', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1928', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Satish Chandra Mukherjee,"{'Name': 'Satish Chandra Mukherjee', 'Gender': 'Unknown', 'Age': '83', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1865', 'Nationality': 'Indian', 'Deathyear': '1948', 'Children': False}"
Federico Luigi Menabrea,"{'Name': 'Federico Luigi Menabrea', 'Gender': 'Unknown', 'Age': '87', 'Married': False, 'Profession': 'mathematician', 'Alive': False, 'Birthyear': '1809', 'Nationality': 'Unknown', 'Deathyear': '1896', 'Children': False}"
Douglas MacArthur,"{'Name': 'Douglas MacArthur', 'Gender': 'Male', 'Age': '84', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1880', 'Nationality': 'Unknown', 'Deathyear': '1964', 'Children': False}"
Konstantin Fehrenbach,"{'Name': 'Konstantin Fehrenbach', 'Gender': 'Male', 'Age': '74', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1852', 'Nationality': 'Unknown', 'Deathyear': '1926', 'Children': False}"
Mohammad Ali Jinnah,"{'Name': 'Mohammad Ali Jinnah', 'Gender': 'Male', 'Age': '72', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1876', 'Nationality': 'Unknown', 'Deathyear': '1948', 'Children': True}"
Abdul Wali Khan,"{'Name': 'Abdul Wali Khan', 'Gender': 'Male', 'Age': '89', 'Married': False, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1917', 'Nationality': 'Unknown', 'Deathyear': '2006', 'Children': False}"
Pius VII,"{'Name': 'Pius VII', 'Gender': 'Male', 'Age': '81', 'Married': False, 'Profession': 'pope', 'Alive': False, 'Birthyear': '1742', 'Nationality': 'Unknown', 'Deathyear': '1823', 'Children': False}"
M. Lionel Bender,"{'Name': 'M. Lionel Bender', 'Gender': 'Male', 'Age': '74', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1934', 'Nationality': 'American', 'Deathyear': '2008', 'Children': False}"
Yunyan Tansheng,"{'Name': 'Yunyan Tansheng', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': 'teacher', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Scott Disick,"{'Name': 'Scott Disick', 'Gender': 'Female', 'Age': '35', 'Married': False, 'Profession': 'model', 'Alive': True, 'Birthyear': '1979', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Chakravarthi Rajagopalachari,"{'Name': 'Chakravarthi Rajagopalachari', 'Gender': 'Male', 'Age': '94', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1878', 'Nationality': 'Unknown', 'Deathyear': '1972', 'Children': False}"
Jacqueline Kennedy Onassis,"{'Name': 'Jacqueline Kennedy Onassis', 'Gender': 'Male', 'Age': '65', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1929', 'Nationality': 'Unknown', 'Deathyear': '1994', 'Children': True}"
Tom Foley,"{'Name': 'Tom Foley', 'Gender': 'Male', 'Age': '84', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1929', 'Nationality': 'Unknown', 'Deathyear': '2013', 'Children': False}"
Mattie Hunter,"{'Name': 'Mattie Hunter', 'Gender': 'Female', 'Age': '60', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': '1954', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Pieter Bruegel the Elder,"{'Name': 'Pieter Bruegel the Elder', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': 'painter', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Edda Mussolini,"{'Name': 'Edda Mussolini', 'Gender': 'Female', 'Age': '85', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1910', 'Nationality': 'Unknown', 'Deathyear': '1995', 'Children': False}"
Prince Leopold of Bavaria,"{'Name': 'Prince Leopold of Bavaria', 'Gender': 'Male', 'Age': '84', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1846', 'Nationality': 'Unknown', 'Deathyear': '1930', 'Children': False}"
Greg Daniels,"{'Name': 'Greg Daniels', 'Gender': 'Male', 'Age': '51', 'Married': False, 'Profession': 'writer', 'Alive': True, 'Birthyear': '1963', 'Nationality': 'American', 'Deathyear': False, 'Children': False}"
Al Gore Jr.,"{'Name': 'Al Gore Jr.', 'Gender': 'Unknown', 'Age': '66', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1948', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Indrajit Gupta,"{'Name': 'Indrajit Gupta', 'Gender': 'Unknown', 'Age': '82', 'Married': True, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1919', 'Nationality': 'Unknown', 'Deathyear': '2001', 'Children': False}"
James Ole Kiyapi,"{'Name': 'James Ole Kiyapi', 'Gender': 'Male', 'Age': '53', 'Married': False, 'Profession': 'president', 'Alive': True, 'Birthyear': '1961', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': False}"
Simeon S. Willis,"{'Name': 'Simeon S. Willis', 'Gender': 'Male', 'Age': '86', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1879', 'Nationality': 'Unknown', 'Deathyear': '1965', 'Children': False}"
Rick Ross,"{'Name': 'Rick Ross', 'Gender': 'Male', 'Age': '38', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1976', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Barack Obama Jr.,"{'Name': 'Barack Obama Jr.', 'Gender': 'Male', 'Age': '53', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1961', 'Nationality': 'American', 'Deathyear': False, 'Children': True}"
The D.O.C.,"{'Name': 'The D.O.C.', 'Gender': 'Male', 'Age': '46', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1968', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Jan Smuts,"{'Name': 'Jan Smuts', 'Gender': 'Male', 'Age': '80', 'Married': True, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1870', 'Nationality': 'South African', 'Deathyear': '1950', 'Children': True}"
W. Graham Claytor Jr.,"{'Name': 'W. Graham Claytor Jr.', 'Gender': 'Unknown', 'Age': '82', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1912', 'Nationality': 'Unknown', 'Deathyear': '1994', 'Children': False}"
Yahya ibn Zakariyya,"{'Name': 'Yahya ibn Zakariyya', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Irshadali Sumra,"{'Name': 'Irshadali Sumra', 'Gender': 'Unknown', 'Age': '52', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1962', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': False}"
V. P. Menon,"{'Name': 'V. P. Menon', 'Gender': 'Unknown', 'Age': '72', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1893', 'Nationality': 'Indian', 'Deathyear': '1965', 'Children': False}"
Bill Ratliff,"{'Name': 'Bill Ratliff', 'Gender': 'Male', 'Age': '78', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1936', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Kay Ivey,"{'Name': 'Kay Ivey', 'Gender': 'Unknown', 'Age': '70', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1944', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Sheikh Ahmad-e Jami,"{'Name': 'Sheikh Ahmad-e Jami', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': 'writer', 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Quinn Martin,"{'Name': 'Quinn Martin', 'Gender': 'Male', 'Age': '65', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1922', 'Nationality': 'Unknown', 'Deathyear': '1987', 'Children': True}"
Shahrukh Khan,"{'Name': 'Shahrukh Khan', 'Gender': 'Male', 'Age': '49', 'Married': True, 'Profession': 'actor', 'Alive': True, 'Birthyear': '1965', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Richard Nixon,"{'Name': 'Richard Nixon', 'Gender': 'Unknown', 'Age': '81', 'Married': True, 'Profession': 'president', 'Alive': False, 'Birthyear': '1913', 'Nationality': 'Unknown', 'Deathyear': '1994', 'Children': True}"
Jack Tramiel,"{'Name': 'Jack Tramiel', 'Gender': 'Male', 'Age': '84', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1928', 'Nationality': 'Unknown', 'Deathyear': '2012', 'Children': True}"
Sherwood Boehlert,"{'Name': 'Sherwood Boehlert', 'Gender': 'Male', 'Age': '78', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1936', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Arthur Balfour,"{'Name': 'Arthur Balfour', 'Gender': 'Male', 'Age': '82', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1848', 'Nationality': 'Scottish', 'Deathyear': '1930', 'Children': False}"
Isaac Ruto,"{'Name': 'Isaac Ruto', 'Gender': 'Male', 'Age': 'Unknown', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': 'Unknown', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': False}"
Jan Christiaan Smuts,"{'Name': 'Jan Christiaan Smuts', 'Gender': 'Male', 'Age': '80', 'Married': True, 'Profession': 'leader', 'Alive': False, 'Birthyear': '1870', 'Nationality': 'South African', 'Deathyear': '1950', 'Children': True}"
Frederic M. Sackett,"{'Name': 'Frederic M. Sackett', 'Gender': 'Unknown', 'Age': '73', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1868', 'Nationality': 'Unknown', 'Deathyear': '1941', 'Children': False}"
Mike Huckabee,"{'Name': 'Mike Huckabee', 'Gender': 'Male', 'Age': '59', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1955', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Pontius Pilate,"{'Name': 'Pontius Pilate', 'Gender': 'Male', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
I. K. Gujral,"{'Name': 'I. K. Gujral', 'Gender': 'Unknown', 'Age': '93', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1919', 'Nationality': 'Unknown', 'Deathyear': '2012', 'Children': False}"
Benjamin Franklin,"{'Name': 'Benjamin Franklin', 'Gender': 'Male', 'Age': '84', 'Married': True, 'Profession': 'author', 'Alive': False, 'Birthyear': '1706', 'Nationality': 'American', 'Deathyear': '1790', 'Children': True}"
William Gitau,"{'Name': 'William Gitau', 'Gender': 'Male', 'Age': '53', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1961', 'Nationality': 'Kenyan', 'Deathyear': False, 'Children': False}"
Artemisia I of Caria,"{'Name': 'Artemisia I of Caria', 'Gender': 'Female', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Wilhelm Groener,"{'Name': 'Wilhelm Groener', 'Gender': 'Male', 'Age': '72', 'Married': False, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1867', 'Nationality': 'German', 'Deathyear': '1939', 'Children': False}"
Carl Friedrich Goerdeler,"{'Name': 'Carl Friedrich Goerdeler', 'Gender': 'Unknown', 'Age': '61', 'Married': True, 'Profession': 'politician', 'Alive': False, 'Birthyear': '1884', 'Nationality': 'German', 'Deathyear': '1945', 'Children': True}"
Thornton Wilder,"{'Name': 'Thornton Wilder', 'Gender': 'Male', 'Age': '78', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1897', 'Nationality': 'Unknown', 'Deathyear': '1975', 'Children': False}"
P.A. Sangma,"{'Name': 'P.A. Sangma', 'Gender': 'Male', 'Age': '67', 'Married': False, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1947', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Frank D. White,"{'Name': 'Frank D. White', 'Gender': 'Male', 'Age': '70', 'Married': True, 'Profession': False, 'Alive': False, 'Birthyear': '1933', 'Nationality': 'Unknown', 'Deathyear': '2003', 'Children': False}"
John the Baptist,"{'Name': 'John the Baptist', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': 'Unknown', 'Nationality': 'Unknown', 'Deathyear': 'Unknown', 'Children': False}"
Franco Amurri,"{'Name': 'Franco Amurri', 'Gender': 'Unknown', 'Age': '56', 'Married': False, 'Profession': 'writer', 'Alive': True, 'Birthyear': '1958', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Paul Giesler,"{'Name': 'Paul Giesler', 'Gender': 'Male', 'Age': '50', 'Married': False, 'Profession': False, 'Alive': False, 'Birthyear': '1895', 'Nationality': 'German', 'Deathyear': '1945', 'Children': False}"
Rajmohan Gandhi,"{'Name': 'Rajmohan Gandhi', 'Gender': 'Unknown', 'Age': 'Unknown', 'Married': False, 'Profession': False, 'Alive': True, 'Birthyear': 'Unknown', 'Nationality': 'Indian', 'Deathyear': False, 'Children': False}"
George H. W. Bush,"{'Name': 'George H. W. Bush', 'Gender': 'Male', 'Age': '90', 'Married': True, 'Profession': 'politician', 'Alive': True, 'Birthyear': '1924', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
Chris Coons,"{'Name': 'Chris Coons', 'Gender': 'Unknown', 'Age': '51', 'Married': True, 'Profession': 'president', 'Alive': True, 'Birthyear': '1963', 'Nationality': 'American', 'Deathyear': False, 'Children': True}"
Brody Jenner,"{'Name': 'Brody Jenner', 'Gender': 'Male', 'Age': '31', 'Married': False, 'Profession': 'model', 'Alive': True, 'Birthyear': '1983', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Pharoahe Monch,"{'Name': 'Pharoahe Monch', 'Gender': 'Male', 'Age': '42', 'Married': False, 'Profession': 'rapper', 'Alive': True, 'Birthyear': '1972', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': False}"
Mark White,"{'Name': 'Mark White', 'Gender': 'Unknown', 'Age': '74', 'Married': True, 'Profession': False, 'Alive': True, 'Birthyear': '1940', 'Nationality': 'Unknown', 'Deathyear': False, 'Children': True}"
